title,companyName,location,experience,salary,jobDescription,tagsAndSkills,jobUploaded,minimumSalary,maximumSalary,minimumExperience,maximumExperience,averageSalary
.NET Software Developer,Akaasa Infotech Noida,"Hyderabad, Pune, Bengaluru",4-9 Yrs,8-18 Lacs PA,"Proficient in ASP.NET CORE with software design and OOD methodologies<br><br>Good knowledge of MVC / Web API,Entity Framework,.NET Framework,Git,Postman,Angular 16+,Typescript,JQuery,NuGet<br><br>Proficient understanding of code versioning tools,such as Git<br><br>Good Communication Skill also required. Must to have soft skill","ASP.NET Core,OOP,.Net Core,Web API,Git,Typescript,design patterns,SOLID principles",10 Days Ago,800000.0,1800000.0,4.0,9.0,1300000.0
Senior Software Engineer AI/ML Backend Developer,CGI,"Hyderabad, Bengaluru, Mumbai (All Areas)",4-9 Yrs,10-15 Lacs PA,"Shift Timing-General Shift<br><br>Employment Type: Full Time<br><br>Required qualifications to be successful in this role<br><br>Experience: 4-6 years<br><br> Proven experience in deploying machine learning models and AI-driven applications in production<br><br> Experience working with cloud platforms (AWS,Azure,Google Cloud)<br><br> Good to have Skills-Java (preferred),Scala (optional). .","Artificial Intelligence,Natural Language Processing,Machine Learning,Deep Learning,Python,Aiml,Backend,Development",9 Days Ago,1000000.0,1500000.0,4.0,9.0,1250000.0
Business Analyst Lead - Insurance,Hexaware Technologies,"Chennai, Bengaluru, Mumbai (All Areas)",12-18 Yrs,15-25 Lacs PA,"Knowledge of commercial insurance,preferably motor fleet placement <br><br>6+ in Agile development and handling business requirements and user stories as an independent BA Experience in Agile methodologies,ADO","Property And Casualty Insurance,Business Analysis,Reinsurance,General Insurance,P&C insurance,Property And Casualty,Requirement Gathering,General",Few Hours Ago,1500000.0,2500000.0,12.0,18.0,2000000.0
Job Opening | DevOps Engineer Azure | HCL Tech,HCLTech,"Noida, Hyderabad, Bengaluru",3-8 Yrs,3-8 Lacs PA,"Preferred Qualifications:  . Certifications in Azure,Terraform,or Kubernetes<br><br>Experience with Helm Charts,GitOps workflows,and Ansible<br><br>Experience Required: 3 to 10 Years<br><br>Monitoring Tools (Prometheus,Grafana,CloudWatch) Good to Have <br><br>Ansible Good to Have","Ci Cd Pipeline,Terraform,Azure Devops,Kubernetes,Microsoft Azure,Technical analysis,CI/Cd,Pipeline",1 Day Ago,300000.0,800000.0,3.0,8.0,550000.0
Senior .Net Full Stack Developer,Info Origin,Bengaluru,7-12 Yrs,15-20 Lacs PA,"Experience Required: 7-9 Years. <br><br> 7+ years of hands-on experience in C#,.NET,.NET Core","C#,.Net Core,.Net,React.Js,Angular,Javascript,Microsoft Azure,AWS",4 Days Ago,1500000.0,2000000.0,7.0,12.0,1750000.0
Java Full Stack Developer,Capgemini,Hybrid - Bengaluru,6-10 Yrs,16-31 Lacs PA,<p>We are hiring for java with react js developers.</p><br /><p><strong>EXP - 6 Years </strong></p><br /><br /><p>Bangalore /Hyderabad </p><br /><p>Virtual interview 13th SEPT</p><br /><p>Kindly share resume to priyanka.g.sinha@capgemini.com </p><p>PLEASE MENTION LOCATION_ YEARS OF EXP_NP IN THE SUBJECT LINE.</p><br /><br />,"Spring Boot,Java Fullstack,React.Js,Microservices,Stack,Development,Full Stack,Java",7 Days Ago,1600000.0,3100000.0,6.0,10.0,2350000.0
Data Analyst,The Career Next,"Kolkata, Hyderabad, Pune, Ahmedabad, Gurugram, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",1-5 Yrs,3.25-8.25 Lacs PA,"Location - Gurgaon
Experience: 1 -2 Years
Salary: up to 4 LPA
Shift :  (9 Hrs shift);  3 to 12 evening Rotational
Weekly off: Fixed Sat and Sun off
Meals Available
Both side CAB","Excellent Verbal And Written Communication Skills,Data Analysis,Google Sheets,Google Data Studio,Word,Spreadsheets,Google Apps Script,Google Forms",4 Days Ago,325000.0,825000.0,1.0,5.0,575000.0
AWS Data Engineer (Senior),Infogain,"Hybrid - Noida, Mumbai, Pune",8-11 Yrs,15-27.5 Lacs PA,"Leverage Spark (preferred compute engine) for high-volume transformation and migration workloads. <br><br>The ideal candidate will have deep expertise in data migration frameworks,large-scale distributed processing (Spark preferred),and experience with both open-source and AWS ecosystem tools","schema,hive,technical leadership,glue,amazon redshift,pyspark,data warehousing,data migration",7 Days Ago,1500000.0,2750000.0,8.0,11.0,2125000.0
Data Analyst / BI & ML Developer  (Can join in 15days),Agility Human Resource Management Services,"Mumbai, Pune, Bengaluru",2-5 Yrs,5-7.5 Lacs PA,"About the Role. We are looking for a highly motivated Data Analyst with hands-on experience in Business. Intelligence tools (Qlik Sense,Qlik NPrinting,Power BI ) and strong exposure to Advanced Machine Learning & AI using Python<br><br> Data Analyst / BI & ML Developer (2 Years Experience) . <br><br>Experience . 2 3 Years","Qlik NPrinting,Power BI,Qlik Sense,Data Modeling,Business Intelligence,BI,Scikit-learn,cloud platforms",9 Days Ago,500000.0,750000.0,2.0,5.0,625000.0
"Sr. Integration & Backend Developer (.Net, PowerShell, Microsoft 365)",Xoriant,"Hybrid - Pune, Mumbai (All Areas)",5-10 Yrs,5-15 Lacs PA,"Duration: Full time role . <br><br>Note: Need experience with C#,.NET,PowerShell scripting,Microsoft 365 are a MUST<br><br>Required Skills & Qualifications:  . 5+ years of experience in backend development and product integrations<br><br>The ideal candidate will have hands-on experience with C#,.NET Framework,PowerShell scripting,and cloud platforms like Azure and AWS","PowerShell,Microsoft 365,.Net,O365,SR,Microsoft,Development,Backend",4 Days Ago,500000.0,1500000.0,5.0,10.0,1000000.0
Business Analyst,PwC India,"Pune, Gurugram, Bengaluru",4-8 Yrs,5-15 Lacs PA,Preferred Skill Sets <br><br> - Understanding of Agentic Automation. Years of Experience,"Process Automation,Order To Cash,Problem Solving,Source To Pay,Supply Chain,Cash,Sourcing,Order fulfillment",Few Hours Ago,500000.0,1500000.0,4.0,8.0,1000000.0
Machine Learning Engineer,Hexaware Technologies,"Hybrid - Noida, Pune, Bengaluru",9-12 Yrs,15-25 Lacs PA,"<p> <strong>Mandatory skills</strong>: Strong experience in Python, containerization, and deployments. Strong in algorithms, data structures, problem solving and cloud computing experience, Azure Machine Learning</p><br /><br /><br /><br />","Azure,Machine Learning,Python,Microsoft Azure,Machine",Today,1500000.0,2500000.0,9.0,12.0,2000000.0
Java Software Developer - Contract To Hire,Deloitte Consulting,"Hyderabad, Pune",6-11 Yrs,10-20 Lacs PA,Deloitte India Consulting has an immediate requirement for the following role.  . Notice period: Looking for immediate 4 Weeks (Max)<br><br> Total Experience,"Java Spring Boot,Spring Microservices,Spring Cloud,Hibernate,Java Web Services,Spring Boot,Microservices,Contract Hiring",Just Now,1000000.0,2000000.0,6.0,11.0,1500000.0
Senior Associate_Full Stack Developer (Java),PwC India,"Pune, Chennai, Bengaluru",4-9 Yrs,10-20 Lacs PA,"Oracle,Developing modern B2C web applications in banking domain Years of experience required:  4 TO 9 Years<br><br>Responsibilities:  Proficient in a front-end technology and framework - Angular,JavaScript,and Responsive web design<br><br>Angular,Java based APIs,Java,J2EE,Microservices,Spring Framework,Kafka Preferred skill sets:  Experience","Kafka,Spring Framework,J2EE,Angular,Microservices,Java,Stack,Spring",1 Day Ago,1000000.0,2000000.0,4.0,9.0,1500000.0
Java Developer,Tech Mahindra,"Hyderabad, Pune",5-10 Yrs,20-25 Lacs PA,"Required Skills & Qualifications:  . Bachelors degree in Computer Science,Engineering,or a related field<br><br>Proficient in JPA and Hibernate for ORM and database interaction<br><br>Preferred Qualifications:  . <br><br>5 7 years of hands-on experience in Java development<br><br>Solid experience with Microservices architecture<br><br>Experience with version control systems like Git","Hibernate,Java 21,JPA,Rest Api Services,Microservices,Java,Microservice Based Architecture,Architecture",2 Days Ago,2000000.0,2500000.0,5.0,10.0,2250000.0
Java Developer/ 6+ Yrs/ PUNE & HYD,Tech Mahindra,"Hybrid - Hyderabad, Pune",6-11 Yrs,10-20 Lacs PA,"Required Skills: Java +AWS(S3,EC2,Lambda)+ J2Ee+ Multi-threading + Spring boot +Microservices","java,Multithreading,Spring Boot,aws,Microservices,S3,EC2,J2Ee",2 Days Ago,1000000.0,2000000.0,6.0,11.0,1500000.0
Python Developer,HCLTech,Pune,7-10 Yrs,10-20 Lacs PA,"We are Seeking a Lead Python Developer (ETL) with 7+ Yrs of Strong Exp in Data Science and Machine Learning skills and experience to deliver AI driven Marketing Campaigns. <br><br>Location: India (Pune preferred)<br><br>Mandatory Python Development Experience<br><br> Rest APIs,Postman . Good to have: - . .","Python Development,Python,Development",Just Now,1000000.0,2000000.0,7.0,10.0,1500000.0
Agentic Backend Developer,PwC India,Pune,2-7 Yrs,6-16 Lacs PA,Preferred Skill Sets <br><br> - Experience with data governance / compliance.  . - Knowledge of API integration and streaming data.  . - Awareness of AI / agent data requirements.  . Years of Experience,"Etl Pipelines,NoSQL,Data Modeling,Devops,SQL,Development,Data,Pipeline",Few Hours Ago,600000.0,1600000.0,2.0,7.0,1100000.0
Node Js Backend Developer,Info Edge,Bengaluru,2-3 Yrs,7-10 Lacs PA,"2 years of backend development experience<br><br>Experience with PostgreSQL,MongoDB,and Redis<br><br>Good to Have<br><br>Experience in designing scalable APIs","PostgreSQL,MySQL,Api Design And Development,Node.Js,GIT,Redis, MongoDB,MongoDB",3 Days Ago,700000.0,1000000.0,2.0,3.0,850000.0
Cloud Engineer,CGI,"Hybrid - Chennai, Bengaluru",4-9 Yrs,13-23 Lacs PA,"Preferred Cloud Certification,e.g<br><br>AWS certified Associate Developer and / or Solution Architect<br><br>Preferred background in: Angular,Bootstrap,HTML / CSS,Shell Scripting,messaging frameworks (MQ),Service Oriented / Micro-service Architectures,OpenStack,Relational Databases (PostgreSQL)<br><br>Experience with deploying and utilizing open source tools,utilities and applications","Golang,Ansible,AWS,Python,Cloud",3 Days Ago,1300000.0,2300000.0,4.0,9.0,1800000.0
Software Developer - C++,Isarva Infotech,Bengaluru,4-8 Yrs,5-15 Lacs PA,"The ideal candidate should have a strong foundation in product development,software architecture,design,and coding of complex software systems<br><br>Strong programming expertise in C++ (C++11 and later) on Windows / Linux OS,along with very good skills in QT / QML,OOAD,Design Principles,Design Patterns,UML,and building architecture is a must","Qml,C++,QT,Software,Development,Software development",7 Days Ago,500000.0,1500000.0,4.0,8.0,1000000.0
Devops Engineer,BCE Global Technology Centre,Bengaluru,6-11 Yrs,15-22.5 Lacs PA,"Linux Administration: Strong experience with Linux administration,including system configuration,security,and performance tuning.  . CI / CD Pipelines: Experience with CI / CD pipelines,including design,implementation,and management.  <br><br>The ideal candidate will have a strong background in Linux administration and experience with CI / CD pipelines","Linux Administration,Infrastructure,Ci/Cd,Devops,Cd,Administration,Linux,Continuous Integration",8 Days Ago,1500000.0,2250000.0,6.0,11.0,1875000.0
Backend Developer - Node.js,Info Edge,Bengaluru(Indira Nagar),2-3 Yrs,7-10 Lacs PA,"About the Role. We are looking for a seasoned Backend Software Developer with 2 years of hands-on experience to join our growing backend team<br><br> 2 years of backend development experience <br><br>Experience with PostgreSQL,MongoDB,and Redis <br><br>Good to Have<br><br>Experience in designing scalable APIs","Node.Js,Data Structures And Algorithms,Backend Development,Express,NoSQL,Node Js Framework,Redis,MongoDB",3 Days Ago,700000.0,1000000.0,2.0,3.0,850000.0
Business Analyst,Bajaj Finance,Bengaluru,2-5 Yrs,9-14 Lacs PA,"Experience in defining clearly identifiable work items,prioritizing tasks,and managing team of developers or analysts <br><br>Preferred candidate profile <br><br> . 2+ years of technical program management experience<br><br>4 6 years of experience working directly with development and testing teams","PMO,PMO Management,Pmo Project,Management,Business analysis,Project",9 Days Ago,900000.0,1400000.0,2.0,5.0,1150000.0
Java Full Stack Developer - React - Bengaluru,Photon,Bengaluru,5-8 Yrs,15-20 Lacs PA,"<br /><p><strong>Job Title: Senior Full Stack Java Developer (React Mandatory)</strong></p><p><strong>Experience:</strong> 5+ Years </p><p><strong>Location: Bangalore</strong> </p><p><strong>Job Type:</strong> Full-time  </p><br /><p><strong>Key Responsibilities:</strong></p><ul><li>Design, develop, and maintain scalable web applications using Java-based front-end and back-end technologies. </li><li>Write clean, efficient, and maintainable code using Java and modern web frameworks. </li><li>Build reusable components and libraries for future use. </li><li>Implement new features across the full stack: UI, business logic, and database layers. </li><li>Collaborate with UI/UX designers to create responsive, visually appealing interfaces. </li><li>Ensure the technical feasibility of UI/UX designs and optimize for performance. </li><li>Integrate RESTful APIs and third-party services as needed. </li><li>Conduct unit/integration testing and troubleshoot complex issues. </li><li>Participate in code reviews and provide constructive feedback. </li><li>Ensure cross-browser compatibility and responsive design. </li><li>Stay updated with the latest trends in Java and web development. </li><li>Maintain clear technical documentation. </li><li>Work closely with cross-functional teams to deliver robust and scalable solutions. </li></ul><br /><p><strong>Required Skills & Qualifications:</strong></p><ul><li><strong>Experience:</strong> Minimum 5+ years in full stack development with Java. </li><li><strong>Backend:</strong> Strong proficiency in Java with hands-on experience in <strong>Spring Boot</strong>. </li><li><strong>Frontend:</strong> Proficient in HTML5, CSS3, JavaScript, and <strong>React (Mandatory)</strong>. </li><li>Familiarity with TypeScript is a plus. </li><li>Solid knowledge of relational databases such as <strong>MySQL</strong> or <strong>PostgreSQL</strong>. </li><li>Strong understanding of RESTful API design and integration. </li><li>Experience with version control systems like <strong>Git</strong>. </li><li>Knowledge of <strong>Docker</strong>, and exposure to <strong>cloud platforms</strong> like AWS, Azure, or Google Cloud. </li><li>Experience with <strong>CI/CD pipelines</strong> and DevOps tools is an added advantage.</li></ul><br /><p>You can also share your resume with bheemashankar.nashi@photon.com  </p>","Java Spring Boot,React.Js,Microservices,Redux,Java,Bootstrap,Spring,Stack",4 Days Ago,1500000.0,2000000.0,5.0,8.0,1750000.0
Data Analyst,Randstad,Bengaluru,8-13 Yrs,20-27.5 Lacs PA," . Sr. Data Analyst,Job Responsibilities: Proficient in writing complex SQL queries for data wrangling,quality checks,and reporting.  <br><br>Experience 8-10 yrs . Notice period- 30 - Immediate joiner .","S3,Data Analysis,QlikSense,AWS,Athena,Data Visualization,Lambada,Dashboard Development",10 Days Ago,2000000.0,2750000.0,8.0,13.0,2375000.0
Python Developer Lead,Anlage Infotech,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",7-12 Yrs,12-16 Lacs PA,Preferred candidate profile . <br><br>Experience : 7-10 Years .,"Pyspark,Pythn,Pandas,Data Anal,Data Manipulation,Python Developer,Data Analysis,API",7 Days Ago,1200000.0,1600000.0,7.0,12.0,1400000.0
Data Analyst,SG Analytics,"Hybrid - Pune, Delhi / NCR, Mumbai (All Areas)",1-3 Yrs,5-10 Lacs PA,"Qualifications:  . Bachelors degree in Data Science,Computer Science,Information Systems,Technical Communication,or related field<br><br>Proven experience in data analysis and technical writing,preferably in a data-driven environment<br><br>Experience creating technical requirements documents and data dictionaries","Data Analysis,Metadata Management,Analytical Skills,Data Structures,Requirement Gathering,Data Management,Data Documentation,Technical Writing",Today,500000.0,1000000.0,1.0,3.0,750000.0
Java Developer,Calsoft,"Hybrid - Kolkata, Pune, Bengaluru",4-6 Yrs,10-20 Lacs PA,"Experience with Elasticsearch indexing,querying,and performance tuning<br><br>Experience with SQL and NoSQL databases (e.g.,PostgreSQL,MongoDB)","Java,Spring Boot,Microservices,Elastic Search,Development,Boot,Bootstrap,Java Development",2 Days Ago,1000000.0,2000000.0,4.0,6.0,1500000.0
"Python Developer- 6+ yrs/ Pune, Hyd",Tech Mahindra,"Hybrid - Hyderabad, Pune",6-11 Yrs,10-20 Lacs PA,"<p> </p><p><strong>Dear Candidate,</strong></p><p> <br /> </p><p><strong>We are having Openings for Python Developer @ Tech Mahindra. Please below details.</strong></p><p> <br /> </p><p><strong>Location: Hyderabad/Pune</strong></p><p><strong>Exp: 6+ yrs</strong></p><p><strong>NP: 0-30 Days</strong></p><p><strong>Mode of Work: Hybrid</strong></p><br /><p><strong>Required Skills:</strong></p><p> Python +Aws+Typescript/JavaScript </p><br /><p>  </p><p><strong>Interested ones please share your resumes to sa00961356@TechMahindra.com for faster response.</strong></p><p> <br /> </p><ul><li><strong>Total Yrs of Exp:</strong></li><li><strong>Relevant exp in Python:</strong></li><li><strong>Exp in AWS:</strong></li><li><strong>Exp in Java script/Type script:</strong></li><li><strong>CTC:</strong></li><li><strong>ECTC:</strong></li><li><strong>Offer amount (if holding any offer ) :</strong></li><li><strong>Notice Period (LWD if serving NP )</strong></li><li><strong>Preferred Location:</strong></li><li><strong>Are you having PF deduction for all companies (If not pls mention for which companies you dont have)</strong></li><li><strong>Are You Permanent Employee for all Companies (If not Pls mention your Payroll Company Names):</strong></li></ul><p> <br /> </p><p> <br /> </p><p><strong>Thank you</strong></p><p><strong>Tech Mahindra Team</strong></p>","Javascript,AWS,Python,Typescript,Python Development,Development",3 Days Ago,1000000.0,2000000.0,6.0,11.0,1500000.0
Java Full Stack Developer,Hexaware Technologies,"Pune, Chennai, Bengaluru",7-12 Yrs,5-15 Lacs PA,"Candidate will be able to experience and success in coaching and transforming technical teams to shift to a modern execution model. <br><br>Essential Qualification:  . Bachelors degree in Information Technology,Computer Science or related field is required<br><br>Experience:  . 6+ years of experience is required. <br><br>Should have experience in Microservice using Spring-Boot and REST API","Angular Js,Core java,React js,Rest,CSS,PostgreSQL,Javascript,Bootstrap",2 Days Ago,500000.0,1500000.0,7.0,12.0,1000000.0
Data Engineer,Citiustech,"Hybrid - Pune, Chennai",5-9 Yrs,15-25 Lacs PA,"Qualifications: Education: Bachelors degree in Computer Science,Information Technology,or a related field<br><br>Certification in Azure or related technologies<br><br>We are seeking a highly skilled and experienced technical engineers proficient in Azure Databricks,Azure Data Factory,and Python / Spark<br><br>Preferred Qualifications: Experience with other Azure services and cloud platforms","Pyspark,ADF,Adb,Python,SQL,Data,Oracle ADF,Data Engineering",3 Days Ago,1500000.0,2500000.0,5.0,9.0,2000000.0
Azure data Engineer (Support role)_Bangalore & Pune Location,Adecco India,"Hybrid - Pune, Bengaluru",5-8 Yrs,14-19 Lacs PA,"<p> <strong><u>Job role & responsibilities:-</u></strong></p><br /><ul><li>Understanding operational needs by collaborating with specialized teams</li><li>Supporting key business operations. This involves architecture designing, building and deploying data systems, pipelines etc</li><li>Build and support scalable and cost efficiency solution using multiple data services.</li><li>Support on analysing data pipelines utilizing Azure data stack capabilities</li><li>Close coordination with Command Centre which performs BAU monitoring and L1 Support</li><li>Deep dive of failed pipelines to formulate root cause analysis, L2/L3 support</li><li>Coordinate with Development team on analysis of incidents</li></ul><br /><p><u><strong>Technical skills, Qualification and experience required:-</strong></u></p><br /><ul><li><strong>5-7 years of experience in Azure Data support for production monitoring of pipelines</strong></li><li><strong>Proficient in Cloud Services Azure</strong></li><li><strong>Hands on experience with Azure support- ADF, Databricks, Pyspark;</strong></li><li><strong>Must have ave you worked on L1/L2/L3 support for production monitoring of pipelines</strong></li><li><strong>Proficient in Cloud Services Azure</strong></li><li>Build ETL and data movement solutions.</li><li>Migrate data from traditional database systems to Cloud environment</li><li>Strong hands-on experience for working with Streaming dataset</li><li>Building Complex Notebook in Databricks to achieve business Transformations.</li><li>Hands-on Experience in Data Refinement using Pyspark and Spark SQL</li><li>Familiarity with building dataset using Scala.</li><li>Familiarity with tools such as Jira and GitHub</li><li>Experience leading agile scrum, sprint planning and review sessions</li><li>Good communication and interpersonal skills </li><li>Must have any Incident/problem management experience</li><li>Bachelors Degree in Computer Science or related field</li></ul><br /><p><strong><em>Immediate Joiners will be preferred only</em></strong></p><br />","Azure Support,Azure support engineer,L1/L2/L3 support for production monitoring of pipelines,Azure data engineer,production monitoring of pipelines,Azure Data Factory,Pyspark,Azure Databricks",6 Days Ago,1400000.0,1900000.0,5.0,8.0,1650000.0
Java Developer (6.5+ years exp) - Immediate To 15 days joiners only!!,Zensar,Hybrid - Pune(Kalyani Nagar),7-12 Yrs,16-25 Lacs PA,"<p><strong>Need immediate to max. 15 days joiners only!!</strong></p><br /><p><strong>Budget - upto 27 LPA</strong></p><br /><p><strong>Preferred candidate profile</strong> </p><br /><ul><li>Minimum 6.5+ years of experience in Java Development with expertise in Core Java, Java 8 or above versions.</li><li>Hands on experience with core Java, Spring Boot, Hibernate, API, Spring (MVC, IOC, AOP, Security), Web-services (JSON and SOAP), Kafka, Zookeeper</li><li>Develop and deploy microservice applications and write Junit test cases</li><li>Hands on experience of using Intellij/Eclipse/My Eclipse IDE</li><li>Hands on experience of writing Junit test cases, working with Maven/Ant/Gradle, GIT</li><li>Knowledge of Design Patterns</li><li>Experience of working with Agile methodologies.</li></ul>","Java,Rest Api Development,Spring Boot,Microservices,core java,Design Patterns,Kafka,Development",1 Day Ago,1600000.0,2500000.0,7.0,12.0,2050000.0
Azure Data Engineer,HR India Solutions,"Mumbai, Bengaluru",5-8 Yrs,6-14 Lacs PA,"<p><strong>Role & responsibilities</strong> </p><p>Position: Senior Developer (Azure Data Engineer)</p><p>Experience: 6-8 Years</p><p>No. Of Position: 2</p><p>Description: At PwC, were always looking to strengthen our business by adding the</p><p>best available people to our team. We’re currently seeking a Senior Azure Data</p><p>Engineer to work closely with our Data Analytics team in driving the adoption,</p><p>optimization, and iteration, leveraging multiple integrations and technologies. The ideal</p><p>candidate will have at least 6-10 years of experience with technical implementation of</p><p>customer projects. Using their expertise, problem-solving ability, and creative flair, the</p><p>consultant will design, build, deliver, and maintain. The consultant will also help develop</p><p>business requirements, specifications, process flows, application design, and</p><p>configuration, along with testing and deployment.</p><p>Locations- Mumbai, Bangalore</p><p>Required Qualifications & Experience-</p><p>• Minimum experience of working in projects as a Senior Azure Data Engineer.</p><p>• B.Tech/B.E degree in Computer Science or Information Technology.</p><p>• Experience with enterprise integration tools and ETL (extract, transform, load)</p><p>tools like Data Bricks, Azure Data factory, and Talend/Informatica, etc.</p><p>• Analyzing Data using python, Spark streaming, SSIS/Informatica Batch ETL and</p><p>data base tools like SQL, Mongo DB for processing data from different sources.</p><p>• Experience with Platform Automation tools (DB management, Azure, Jenkins,</p><p>GitHub) will be an added advantage.</p><p>• Design, operate, and integrate Different systems to enable efficiencies in key</p><p>areas of the business</p><p>• Understand Business Requirements, Interacting with business users and or</p><p>reverse engineering existing data products</p><p>• Good Understanding and working knowledge of distributed databases and</p><p>Pipelines</p><p>• Ability to analyze and identify the root cause for technical issues.</p><p>• Proven ability to use relevant data analytics approaches and tools to problem</p><p>solve and trouble shoot.</p><p>• Excellent documentation and communication skills.</p><br /><p><strong>Preferred candidate profile</strong> </p><br /><br /><p><strong>Perks and benefits</strong> </p><br /><br />","data bricks,azure data factory,Informatica,ETL,Spark Streaming,Streaming,Factory,Streams",2 Days Ago,600000.0,1400000.0,5.0,8.0,1000000.0
Java Developer ! 2+ Yrs ! Mumbai Belapur,Tech Mahindra,Navi Mumbai,2-6 Yrs,5-10 Lacs PA,"Role - Java Developer. Exp - 2+ Yrs. Loc - Mumbai Belapur. Role & responsibilities . JD -- Must Have: Junior (exp<br><br>5 years) #Experience in Java,Spring,springboot,Java 8,microservices,oracle SQL ""Hands on experience for Spring framwork,Spring boot,web services,Eclipse and Oracle sql . .","Java,Spring Boot,Microservices,Spring,Development,Boot,Java Development",9 Days Ago,500000.0,1000000.0,2.0,6.0,750000.0
Senior Software Engineer,Shine  Consultant,Mumbai,6-10 Yrs,18-20.4 Lacs PA,"<p>Responsibilities:</p><ul><li>Design, develop, test & maintain scalable software using Python, Django & microservices on AWS/Azure/GCP</li><li>Its a Remote working job, Anywhere from India can apply.</li></ul>","Django,Microservice Based Architecture,Microsoft Azure,AWS,Python,GCP,Microsoft,Architecture",2 Days Ago,1800000.0,2040000.0,6.0,10.0,1920000.0
Java Developer -(3-8 yrs) - (Hyderabad),Infosys,"Hybrid - Hyderabad, Chennai, Bengaluru",3-8 Yrs,2-7 Lacs PA,"<p> </p><p>Job description:</p><br /><p>Hiring Java Developer with experience range 3 to 8 Years</p><br /><p>Mandatory Skills: Java-> Spring boot -> Hibernate</p><br /><p>Education: Btech/BE, Mtech/ME, BCA/MCA, BSC/MSC</p><br /><p>Location: PUNE/BLR/HYD/CHN/KOLKOTA/TVM</p><br />","Java,Hibernate,Spring Boot,Microservices,Spring,Java Development,Boot,Development",2 Days Ago,200000.0,700000.0,3.0,8.0,450000.0
Python Developer,Tiger Analytics,"Hybrid - Hyderabad, Chennai, Bengaluru",4-7 Yrs,15-25 Lacs PA,Strong experience with database management and optimization (SQL / NoSQL)<br><br>Familiarity with AWS services and Databricks is a strong plus.  . Hands-on experience with cloud-based deployments and scalable architectures<br><br> Strong experience with database management and optimization (SQL / NoSQL).  <br><br> Hands-on experience with cloud-based deployments and scalable architectures,"Python,Fast Api,AWS,Machine Learning,Python Development,Machine,API,Development",Today,1500000.0,2500000.0,4.0,7.0,2000000.0
Ruby Automation Test Engineer,HCLTech,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,5-15 Lacs PA,must have - Kubernetes,"Docker,Automation Testing,Ruby,Kubernetes,Ci/Cd,Automation,Cd,Software testing",2 Days Ago,500000.0,1500000.0,5.0,10.0,1000000.0
Java Developer - 3+ years - Chennai & Bangalore,Tvm Infotech,"Chennai, Bengaluru",3-8 Yrs,3-8 Lacs PA,"Immediate Opening – Java Developers

Hiring Java Developers with 3+ years experience
Skills: Java, Spring Boot, Microservices
Must have hands-on experience in scalable applications & REST APIs

Immediate joiners preferred. Apply Now!","Java,Hibernate,Spring Boot,JPA,Microservices,Angular,Development,Boot",6 Days Ago,300000.0,800000.0,3.0,8.0,550000.0
Software Engineer - Internship and Permanent Roles,Micro SaaS Capital,Remote,0-5 Yrs,7-12 Lacs PA,"Maximum flexibility: Work from wherever you want and whenever you want - we are fully remote,and you can set your own schedule. Rare combination of high impact and low risk","Javascript,Node.Js,React.Js,Software,Software engineering",4 Days Ago,700000.0,1200000.0,0.0,5.0,950000.0
Senior Software Engineer,Optum,Hybrid - Bengaluru,8-12 Yrs,30-37.5 Lacs PA,"4+ years of experience or exposure to cloud technologies such as OpenShift,AWS,Azure <br><br>5+ years of experience with RESTful backend microservices<br><br>Required Qualifications:  . <br><br>Considers the User Experience,business impact,and solution objective when managing development and design of solutions <br><br>8+ years of experience with agile development methodologies","Java,Cloud,Spring Boot,React.Js,Devops,kafka,Openshift,AWS",1 Day Ago,3000000.0,3750000.0,8.0,12.0,3375000.0
Manager Software Engineering,Optum,Hybrid - Hyderabad,8-12 Yrs,30-37.5 Lacs PA,Bachelor Degree in Computers <br><br>Required Qualifications:  .,"Java,python,Mongo DB,Spring Boot,AWS,Devops,Software,Engineering",1 Day Ago,3000000.0,3750000.0,8.0,12.0,3375000.0
Data Analyst,Wipro,Hybrid - Hyderabad,5-7 Yrs,12-16 Lacs PA,"Bachelor s or Master s degree in Statistics,Mathematics,IT,or a related field<br><br>Preferred Education:  . <br><br>Skills & Qualifications:  . 58 years of relevant experience in data analysis and planning<br><br>Hands-on experience with R or Python for statistical analysis","Excel,Advanced Excel,Data Analysis,SQL Queries,Tableau,Python,Analysis,Data",2 Days Ago,1200000.0,1600000.0,5.0,7.0,1400000.0
